X_0,Y_0,Z_0,X_1,Y_1,Z_1,X_2,Y_2,Z_2,X_3,Y_3,Z_3,X_4,Y_4,Z_4,Time_list,Temperature_list,Speed_list
-1.84096,-2.01426,14.9319,-2.35406,2.40272,18.4947,-1.45171,1.67003,9.12949,2.47644,1.25969,9.02971,1.68308,1.67663,9.72243,0.0855,8.57343e+008,
-1.39805,-1.80845,14.8952,-2.35526,2.26338,18.5124,-1.44977,1.6949,9.20828,-2.49951,1.26374,9.13254,1.21528,1.58114,9.66761,0.0856,8.73064e+008,
-0.955135,-1.60263,14.856,-2.35646,2.12403,18.5277,-1.44185,1.72168,9.30282,-2.47663,1.26403,9.24885,0.742677,1.48749,9.62026,0.0857,8.88487e+008,
-0.51222,-1.39682,14.8144,-2.35767,1.98469,18.5406,-1.42827,1.75071,9.41171,-2.45645,1.26151,9.37908,0.267113,1.39441,9.57932,0.0858,8.99951e+008,
-0.0693057,-1.191,14.7704,-2.35887,1.84534,18.5511,-1.41018,1.78232,9.5329,-2.44039,1.25637,9.52186,-0.208846,1.30137,9.54505,0.0859,9.07787e+008,
0.373609,-0.985191,14.7239,-2.36007,1.70599,18.5591,-1.38882,1.81711,9.66383,-2.42927,1.2486,9.67472,-0.683131,1.20778,9.51814,0.086,9.08149e+008,
0.816523,-0.779377,14.675,-2.36127,1.56665,18.5647,-1.36689,1.85692,9.802,-2.42422,1.23818,9.83463,-1.15191,1.11182,9.49888,0.0861,9.02336e+008,
1.25944,-0.573563,14.6237,-2.36247,1.4273,18.5679,-1.34694,1.90645,9.9461,-2.42592,1.2253,9.99845,-1.61197,1.0086,9.48571,0.0862,9.02571e+008,
1.70235,-0.367749,14.57,-2.36367,1.28795,18.5686,-1.32539,1.96917,10.0954,-2.43609,1.21063,10.164,-2.06515,0.893966,9.47527,0.0863,9.03301e+008,
2.14527,-0.161936,14.5138,-2.36487,1.14861,18.5669,-1.29924,2.03915,10.2456,-2.4552,1.19566,10.331,2.48601,0.772385,9.46738,0.0864,9.01217e+008,
-2.41182,0.0438782,14.4552,-2.36608,1.00926,18.5628,-1.27303,2.10921,10.3935,-2.4745,1.18087,10.496,2.03729,0.650543,9.46836,0.0865,8.99665e+008,
-1.9689,0.249692,14.3942,-2.36728,0.869912,18.5563,-1.24679,2.17931,10.5389,-2.49377,1.16622,10.6588,1.5885,0.528527,9.47845,0.0866,8.98376e+008,
-1.52599,0.455506,14.3308,-2.36848,0.730565,18.5473,-1.22052,2.24942,10.6819,2.48703,1.15163,10.8194,1.13964,0.40643,9.49771,0.0867,8.97323e+008,
-1.08307,0.66132,14.2649,-2.36968,0.591219,18.5359,-1.19425,2.31954,10.8225,2.46787,1.13708,10.9775,0.690727,0.284296,9.52595,0.0868,8.965e+008,
-0.64016,0.867133,14.1966,-2.37088,0.451872,18.5221,-1.16798,2.38966,10.9607,2.44873,1.12253,11.1333,0.241785,0.162148,9.56269,0.0869,8.95882e+008,
-0.197245,1.07295,14.1259,-2.37208,0.312526,18.5059,-1.1417,2.45978,11.0964,2.4296,1.108,11.2867,-0.20717,0.0399921,9.60726,0.087,8.95394e+008,
0.245669,1.27876,14.0527,-2.37328,0.173179,18.4872,-1.11543,-2.47008,11.2298,2.41048,1.09346,11.4376,-0.656128,-0.0821748,9.65876,0.0871,8.94944e+008,
0.688584,1.48457,13.9772,-2.37449,0.0338324,18.4661,-1.08916,-2.39995,11.3607,2.39136,1.07892,11.5862,-1.10508,-0.204348,9.71615,0.0872,8.94432e+008,
1.1315,1.69039,13.8992,-2.37569,-0.105514,18.4426,-1.06289,-2.32982,11.4892,2.37223,1.06439,11.7323,-1.55403,-0.326516,9.77819,0.0873,8.93792e+008,
1.57441,1.8962,13.8187,-2.37689,-0.244861,18.4167,-1.03661,-2.2597,11.6152,2.35309,1.04986,11.8759,-2.00296,-0.44868,9.84356,0.0874,8.92959e+008,
2.01733,2.10202,13.7359,-2.37809,-0.384207,18.3883,-1.01034,-2.18959,11.7389,2.33395,1.03534,12.0172,-2.4519,-0.570842,9.91085,0.0875,8.91893e+008,
2.46024,2.30783,13.6506,-2.37929,-0.523554,18.3575,-0.984055,-2.11949,11.8601,2.3148,1.02083,12.1561,2.09917,-0.693004,9.97858,0.0876,8.90574e+008,
-2.09685,-2.48635,13.5629,-2.38049,-0.662901,18.3243,-0.957767,-2.04939,11.9789,2.29564,1.00633,12.2925,1.65023,-0.81517,10.0453,0.0877,8.89044e+008,
-1.65393,-2.28054,13.4728,-2.38169,-0.802247,18.2887,-0.931478,-1.97929,12.0953,2.27649,0.991833,12.4266,1.20128,-0.937343,10.1099,0.0878,8.87523e+008,
-1.21102,-2.07472,13.3802,-2.38289,-0.941594,18.2506,-0.905187,-1.9092,12.2093,2.25734,0.977334,12.5581,0.752343,-1.05952,10.172,0.0879,8.861e+008,
-0.768112,-1.8689,13.2853,-2.3841,-1.08094,18.2101,-0.878894,-1.8391,12.3208,2.23819,0.962834,12.6873,0.303402,-1.18169,10.2317,0.088,8.84772e+008,
-0.325202,-1.66309,13.1879,-2.3853,-1.22029,18.1672,-0.8526,-1.769,12.4299,2.21903,0.948333,12.8141,-0.145539,-1.30386,10.289,0.0881,8.83544e+008,
0.117711,-1.45727,13.0881,-2.3865,-1.35963,18.1218,-0.826309,-1.6989,12.5365,2.19988,0.933832,12.9384,-0.594479,-1.42603,10.3439,0.0882,8.82426e+008,
0.560631,-1.25145,12.9859,-2.3877,-1.49898,18.074,-0.800026,-1.6288,12.6408,2.18073,0.919331,13.0603,-1.04342,-1.54821,10.3963,0.0883,8.81414e+008,
1.00356,-1.04563,12.8812,-2.3889,-1.63833,18.0238,-0.773751,-1.55871,12.7426,2.16157,0.90483,13.1797,-1.49236,-1.67038,10.4463,0.0884,8.80497e+008,
1.44649,-0.839813,12.7742,-2.3901,-1.77767,17.9712,-0.74748,-1.48861,12.8419,2.14242,0.890329,13.2968,-1.9413,-1.79255,10.4939,0.0885,8.79677e+008,
1.88942,-0.633993,12.6647,-2.3913,-1.91702,17.9161,-0.72121,-1.41852,12.9389,2.12327,0.87583,13.4114,-2.39024,-1.91472,10.539,0.0886,8.78954e+008,
2.33236,-0.428174,12.5528,-2.39251,-2.05637,17.8587,-0.694941,-1.34842,13.0334,2.10412,0.861332,13.5236,2.16082,-2.03689,10.5817,0.0887,8.78328e+008,
-2.22471,-0.222357,12.4384,-2.39371,-2.19571,17.7988,-0.668671,-1.27833,13.1255,2.08496,0.846837,13.6334,1.71188,-2.15907,10.622,0.0888,8.77804e+008,
-1.78178,-0.0165422,12.3216,-2.39491,-2.33506,17.7364,-0.6424,-1.20824,13.2151,2.06581,0.832344,13.7407,1.26294,-2.28124,10.6599,0.0889,8.77381e+008,
-1.33885,0.189273,12.2024,-2.39611,-2.47441,17.6717,-0.616127,-1.13815,13.3023,2.04666,0.817853,13.8456,0.813998,-2.40341,10.6953,0.089,8.77057e+008,
-0.895917,0.395088,12.0808,-2.39731,2.38625,17.6045,-0.589853,-1.06806,13.3872,2.02751,0.803363,13.9481,0.365057,2.47441,10.7284,0.0891,8.76834e+008,
-0.452987,0.600905,11.9568,-2.39851,2.2469,17.5349,-0.563579,-0.997967,13.4695,2.00835,0.788873,14.0482,-0.083884,2.35224,10.759,0.0892,8.76709e+008,
-0.0100561,0.806723,11.8303,-2.39971,2.10755,17.4628,-0.537304,-0.927879,13.5495,1.9892,0.774382,14.1458,-0.532825,2.23007,10.7871,0.0893,8.76681e+008,
0.432874,1.01254,11.7014,-2.40092,1.96821,17.3883,-0.511029,-0.857792,13.627,1.97004,0.759892,14.241,-0.981765,2.10789,10.8128,0.0894,8.76755e+008,
0.875806,1.21836,11.57,-2.40212,1.82886,17.3115,-0.484755,-0.787705,13.7021,1.95089,0.745402,14.3338,-1.43071,1.98572,10.8362,0.0895,8.7693e+008,
1.31874,1.42417,11.4363,-2.40332,1.68951,17.2321,-0.45848,-0.717619,13.7748,1.93173,0.730912,14.4242,-1.87965,1.86356,10.857,0.0896,8.77204e+008,
1.76167,1.62999,11.3001,-2.40452,1.55017,17.1504,-0.432206,-0.647533,13.8451,1.91258,0.716422,14.5121,-2.32859,1.74139,10.8755,0.0897,8.7757e+008,
2.2046,1.8358,11.1615,-2.40572,1.41082,17.0662,-0.405933,-0.577447,13.9129,1.89342,0.701932,14.5976,2.22247,1.61922,10.8915,0.0898,8.78004e+008,
-2.35248,2.04163,11.0205,-2.40692,1.27147,16.9796,-0.37966,-0.507361,13.9783,1.87427,0.687443,14.6807,1.77354,1.49704,10.9051,0.0899,8.78592e+008,
-1.90957,2.24753,10.8771,-2.40812,1.13213,16.8906,-0.353387,-0.437276,14.0413,1.85512,0.672953,14.7613,1.32462,1.37478,10.9162,0.09,8.79298e+008,
-1.46664,2.45343,10.7313,-2.40933,0.99278,16.7992,-0.327115,-0.367191,14.1018,1.83596,0.658465,14.8396,0.875683,1.25253,10.9248,0.0901,8.80073e+008,
-1.02372,-2.34066,10.5831,-2.41053,0.853434,16.7053,-0.300843,-0.297106,14.16,1.81681,0.643976,14.9154,0.426748,1.13027,10.931,0.0902,8.80941e+008,
-0.580793,-2.13476,10.4325,-2.41173,0.714087,16.609,-0.274572,-0.227022,14.2157,1.79766,0.629488,14.9887,-0.0221853,1.00801,10.9348,0.0903,8.81909e+008,
-0.13787,-1.92885,10.2794,-2.41293,0.574741,16.5102,-0.248302,-0.156938,14.2689,1.77851,0.615,15.0597,-0.471118,0.885751,10.9362,0.0904,8.82978e+008,
0.305052,-1.72295,10.1239,-2.41413,0.435394,16.4091,-0.222033,-0.0868541,14.3198,1.75936,0.600512,15.1282,-0.920051,0.763489,10.9351,0.0905,8.84147e+008,
0.747975,-1.51704,9.96603,-2.41533,0.296047,16.3055,-0.195764,-0.0167704,14.3682,1.74021,0.586024,15.1943,-1.36898,0.641227,10.9316,0.0906,8.85413e+008,
1.1909,-1.31113,9.80581,-2.41653,0.156701,16.1995,-0.169494,0.0533134,14.4142,1.72106,0.571537,15.258,-1.81792,0.518966,10.9257,0.0907,8.86076e+008,
1.63382,-1.10522,9.64504,-2.41774,0.0173541,16.0911,-0.143225,0.123397,14.4578,1.70191,0.557049,15.3192,-2.26685,0.396705,10.9173,0.0908,8.84882e+008,
2.07673,-0.899324,9.48726,-2.41894,-0.121993,15.9802,-0.116955,0.193481,14.4989,1.68276,0.542561,15.3781,2.28423,0.274454,10.9066,0.0909,8.81871e+008,
-2.48037,-0.693449,9.33604,-2.42014,-0.261339,15.8669,-0.0906861,0.263565,14.5376,1.66361,0.528073,15.4345,1.83532,0.152224,10.8934,0.091,8.77343e+008,
-2.03747,-0.487607,9.19487,-2.42134,-0.400686,15.7512,-0.0644167,0.333648,14.5739,1.64446,0.513586,15.4884,1.38641,0.0300295,10.8779,0.0911,8.71843e+008,
-1.59455,-0.281787,9.06689,-2.42254,-0.540032,15.6331,-0.0381473,0.403732,14.6078,1.62531,0.499098,15.54,0.937485,-0.092145,10.8599,0.0912,8.65914e+008,
-1.15162,-0.0759702,8.95471,-2.42374,-0.679379,15.5125,-0.0118779,0.473816,14.6392,1.60616,0.48461,15.5891,0.488545,-0.214315,10.8396,0.0913,8.60154e+008,
-0.708693,0.129846,8.86024,-2.42494,-0.818726,15.3895,0.0143915,0.5439,14.6682,1.58701,0.470123,15.6358,0.0396066,-0.336485,10.8168,0.0914,8.5512e+008,
-0.265777,0.335665,8.78468,-2.42614,-0.958072,15.2641,0.0406609,0.613984,14.6948,1.56786,0.455635,15.68,-0.40932,-0.458657,10.7916,0.0915,8.51229e+008,
0.177131,0.54149,8.72865,-2.42735,-1.09742,15.1363,0.0669302,0.684067,14.719,1.54871,0.441147,15.7219,-0.858238,-0.580837,10.764,0.0916,8.48706e+008,
0.620042,0.747326,8.69236,-2.42855,-1.23677,15.006,0.0931996,0.754151,14.7407,1.52956,0.42666,15.7613,-1.30716,-0.703026,10.7341,0.0917,8.47588e+008,
1.06296,0.953166,8.67581,-2.42975,-1.37611,14.8733,0.119469,0.824235,14.76,1.51041,0.412172,15.7983,-1.75608,-0.82522,10.7016,0.0918,8.47843e+008,
1.50587,1.15901,8.67889,-2.43095,-1.51546,14.7382,0.145738,0.894319,14.7769,1.49126,0.397684,15.8328,-2.20501,-0.947414,10.6668,0.0919,8.49476e+008,
1.94879,1.36485,8.70152,-2.43215,-1.65481,14.6006,0.172008,0.964402,14.7913,1.47211,0.383196,15.865,2.34607,-1.06961,10.6296,0.092,8.52473e+008,
2.3917,1.57069,8.74364,-2.43335,-1.79415,14.4607,0.198277,1.03449,14.8033,1.45296,0.368709,15.8947,1.89714,-1.1918,10.5899,0.0921,8.56836e+008,
-2.16538,1.77653,8.80527,-2.43455,-1.9335,14.3183,0.224547,1.10457,14.8129,1.43381,0.354221,15.922,1.44821,-1.314,10.5478,0.0922,8.62552e+008,
-1.72246,1.98236,8.88635,-2.43576,-2.07285,14.1734,0.250816,1.17465,14.8201,1.41466,0.339733,15.9468,0.999287,-1.43618,10.5033,0.0923,8.69575e+008,
-1.27954,2.18819,8.98662,-2.43696,-2.21219,14.0262,0.277085,1.24474,14.8249,1.39551,0.325246,15.9692,0.550356,-1.55837,10.4563,0.0924,8.77726e+008,
-0.836621,2.39402,9.1055,-2.43816,-2.35154,13.8765,0.303354,1.31482,14.8272,1.37636,0.310758,15.9892,0.101427,-1.68055,10.4069,0.0925,8.86637e+008,
-0.393715,-2.40017,9.24182,-2.43936,-2.49088,13.7244,0.329623,1.3849,14.8271,1.35721,0.29627,16.0068,-0.34749,-1.80272,10.3551,0.0926,8.95727e+008,
0.0491678,-2.19438,9.39371,-2.44056,2.36977,13.5699,0.355891,1.45499,14.8245,1.33806,0.281783,16.022,-0.796382,-1.92485,10.301,0.0927,9.0432e+008,
0.492064,-1.98868,9.55853,-2.44176,2.23042,13.4129,0.382159,1.52507,14.8196,1.31891,0.267295,16.0347,-1.24529,-2.04691,10.2446,0.0928,9.12173e+008,
0.935066,-1.783,9.73305,-2.44296,2.09108,13.2535,0.408426,1.59515,14.8122,1.29976,0.252807,16.045,-1.6943,-2.16894,10.1858,0.0929,9.18125e+008,
1.37811,-1.57733,9.91361,-2.44416,1.95173,13.0917,0.434693,1.66524,14.8024,1.28061,0.23832,16.0528,-2.14335,-2.29097,10.1246,0.093,9.21629e+008,
1.82112,-1.37164,10.0963,-2.44536,1.81239,12.9275,0.46096,1.73532,14.7902,1.26146,0.223832,16.0583,2.40763,-2.41301,10.0611,0.0931,9.2285e+008,
2.26407,-1.16592,10.2777,-2.44655,1.67304,12.7608,0.487225,1.8054,14.7755,1.24231,0.209344,16.0613,1.95866,2.46492,9.99506,0.0932,9.23395e+008,
-2.29297,-0.960181,10.4568,-2.44775,1.5337,12.5917,0.513491,1.87548,14.7584,1.22316,0.194856,16.0619,1.5097,2.34282,9.92664,0.0933,9.24196e+008,
-1.85,-0.754337,10.6334,-2.44895,1.39435,12.4202,0.539756,1.94556,14.7389,1.20401,0.180369,16.0601,1.06071,2.22063,9.85634,0.0934,9.24598e+008,
-1.407,-0.548471,10.8076,-2.45014,1.255,12.2463,0.566021,2.01565,14.717,1.18486,0.165881,16.0558,0.6117,2.09841,9.78567,0.0935,9.24613e+008,
-0.964007,-0.342605,10.9794,-2.45133,1.11565,12.0699,0.592287,2.08573,14.6926,1.16571,0.151393,16.0491,0.162691,1.9762,9.7162,0.0936,9.2435e+008,
-0.521013,-0.136741,11.1488,-2.45252,0.976298,11.8912,0.618552,2.15581,14.6658,1.14656,0.136906,16.04,-0.286318,1.85399,9.64949,0.0937,9.23833e+008,
-0.0780228,0.0691124,11.3157,-2.45371,0.836949,11.71,0.644817,2.22589,14.6366,1.12741,0.122418,16.0285,-0.735323,1.73178,9.58709,0.0938,9.23162e+008,
0.364968,0.274949,11.4803,-2.45491,0.697599,11.5263,0.671082,2.29598,14.6049,1.10826,0.10793,16.0145,-1.18433,1.6096,9.53044,0.0939,9.22444e+008,
0.807965,0.480774,11.6424,-2.45611,0.558246,11.3403,0.697347,2.36606,14.5709,1.08911,0.0934426,15.9981,-1.63333,1.48743,9.48093,0.094,9.21782e+008,
1.25097,0.686593,11.8021,-2.45732,0.418885,11.1518,0.723612,2.43614,14.5344,1.06996,0.0789549,15.9793,-2.08232,1.36527,9.43977,0.0941,9.21273e+008,
1.69396,0.892411,11.9593,-2.45854,0.279509,10.961,0.749877,-2.49378,14.4955,1.05081,0.0644672,15.958,2.46869,1.24313,9.408,0.0942,9.21044e+008,
2.13695,1.09823,12.1142,-2.45976,0.14011,10.7677,0.776142,-2.42369,14.4541,1.03166,0.0499795,15.9344,2.01972,1.12101,9.38645,0.0943,9.21233e+008,
-2.42007,1.30405,12.2666,-2.46098,0.00067597,10.5721,0.802407,-2.35361,14.4103,1.01251,0.0354918,15.9083,1.57074,0.998929,9.37571,0.0944,9.21932e+008,
-1.97708,1.50987,12.4167,-2.46217,-0.138795,10.3741,0.828672,-2.28353,14.3641,0.993365,0.0210041,15.8798,1.12175,0.876882,9.37617,0.0945,9.23154e+008,
-1.5341,1.71569,12.5643,-2.46333,-0.278298,10.1737,0.854937,-2.21345,14.3155,0.974215,0.00651638,15.8488,0.672717,0.754866,9.38802,0.0946,9.249e+008,
-1.09112,1.92151,12.7095,-2.46446,-0.417821,9.97094,0.881202,-2.14337,14.2645,0.955065,-0.00797131,15.8154,0.22366,0.63287,9.41117,0.0947,9.27123e+008,
-0.648137,2.12733,12.8522,-2.46551,-0.557386,9.76585,0.907468,-2.07328,14.211,0.935915,-0.022459,15.7796,-0.225484,0.510916,9.44527,0.0948,9.29322e+008,
-0.205156,2.33315,12.9926,-2.4663,-0.697137,9.56052,0.933733,-2.0032,14.1551,0.916765,-0.0369467,15.7414,-0.674878,0.389148,9.48969,0.0949,9.27405e+008,
0.237825,-2.46104,13.1305,-2.46763,-0.837158,9.35947,0.96,-1.93312,14.0967,0.897615,-0.0514344,15.7007,-1.12374,0.26765,9.54363,0.095,9.22083e+008,
0.680804,-2.25522,13.266,-2.46989,-0.977798,9.16722,0.986269,-1.86303,14.036,0.878465,-0.0659221,15.6577,-1.57167,0.146771,9.6061,0.0951,9.13722e+008,
1.12378,-2.0494,13.399,-2.47356,-1.11972,8.98778,1.01254,-1.79294,13.9728,0.859315,-0.0804098,15.6122,-2.01818,0.0271705,9.67609,0.0952,9.03887e+008,
1.56675,-1.84359,13.5296,-2.47876,-1.26375,8.82401,1.03882,-1.72285,13.9072,0.840166,-0.0948975,15.5642,-2.46318,-0.0903195,9.75277,0.0953,8.94917e+008,
2.00973,-1.6378,13.6578,-2.48478,-1.41016,8.67764,1.06508,-1.65274,13.8392,0.821016,-0.109385,15.5139,2.09265,-0.205429,9.83508,0.0954,8.87484e+008,
2.45274,-1.43201,13.7835,-2.49077,-1.55827,8.54982,1.09132,-1.58263,13.7689,0.801866,-0.123873,15.4611,1.64845,-0.31883,9.92115,0.0955,8.80842e+008,
-2.10424,-1.22622,13.9067,-2.49642,-1.70727,8.4409,1.11755,-1.51251,13.696,0.782716,-0.138361,15.4059,1.20392,-0.431357,10.0086,0.0956,8.74836e+008,
-1.66122,-1.02043,14.0276,2.49817,-1.85661,8.35021,1.14378,-1.4424,13.6208,0.763566,-0.152848,15.3482,0.759134,-0.543528,10.0951,0.0957,8.69335e+008,
-1.21819,-0.814643,14.146,2.49277,-2.00597,8.27637,1.17,-1.37229,13.5431,0.744416,-0.167336,15.2882,0.314346,-0.655693,10.1792,0.0958,8.65322e+008,
-0.775169,-0.608853,14.262,2.48737,-2.15532,8.2173,1.19622,-1.30218,13.463,0.725266,-0.181824,15.2257,-0.130445,-0.767855,10.2609,0.0959,8.62496e+008,
-0.332144,-0.403062,14.3756,2.48198,-2.30468,8.17086,1.22244,-1.23206,13.3805,0.706117,-0.196311,15.1608,-0.575237,-0.880018,10.3402,0.096,8.60567e+008,
0.11088,-0.197271,14.4867,2.47658,-2.45404,8.13505,1.24867,-1.16195,13.2956,0.686967,-0.210799,15.0934,-1.02003,-0.992181,10.417,0.0961,8.59289e+008,
0.553903,0.00852047,14.5954,2.47118,2.39661,8.10812,1.27489,-1.09184,13.2082,0.667817,-0.225287,15.0237,-1.46482,-1.10434,10.4915,0.0962,8.58475e+008,
0.996925,0.214313,14.7017,2.46578,2.24725,8.08859,1.30112,-1.02173,13.1184,0.648667,-0.239774,14.9515,-1.90961,-1.21651,10.5634,0.0963,8.57992e+008,
1.43995,0.420112,14.8056,2.46038,2.09789,8.07528,1.32734,-0.951624,13.0262,0.629514,-0.254267,14.8768,-2.3544,-1.32867,10.633,0.0964,8.57798e+008,
1.88299,0.625935,14.907,2.45499,1.94854,8.06733,1.35357,-0.881517,12.9315,0.610341,-0.268782,14.7998,2.20081,-1.44083,10.7001,0.0965,8.57765e+008,
2.32604,0.831765,15.0061,2.44959,1.79918,8.06411,1.3798,-0.81141,12.8344,0.59116,-0.283304,14.7204,1.75602,-1.55299,10.7649,0.0966,8.57878e+008,
-2.2309,1.0376,15.1026,2.44419,1.64982,8.06528,1.40602,-0.741305,12.7349,0.571976,-0.297827,14.6385,1.31123,-1.66515,10.8271,0.0967,8.58126e+008,
-1.78785,1.24343,15.1968,2.43879,1.50046,8.0707,1.43225,-0.671199,12.633,0.552791,-0.312349,14.5542,0.866435,-1.77732,10.887,0.0968,8.58516e+008,
-1.34479,1.44926,15.2885,2.43339,1.35111,8.08047,1.45848,-0.601093,12.5286,0.533606,-0.326871,14.4674,0.421645,-1.88948,10.9444,0.0969,8.59062e+008,
-0.901741,1.65509,15.3778,2.428,1.20175,8.09489,1.48471,-0.530987,12.4218,0.514421,-0.341393,14.3783,-0.0231458,-2.00164,10.9994,0.097,8.59788e+008,
-0.458688,1.86093,15.4647,2.4226,1.05239,8.11447,1.51094,-0.46088,12.3126,0.495235,-0.355915,14.2867,-0.467937,-2.11381,11.052,0.0971,8.60735e+008,
-0.0156341,2.06676,15.5491,2.4172,0.903033,8.13993,1.53717,-0.390773,12.2009,0.476048,-0.370437,14.1927,-0.912729,-2.22597,11.1022,0.0972,8.61966e+008,
0.427419,2.27259,15.6312,2.4118,0.753676,8.17223,1.5634,-0.320666,12.0869,0.456861,-0.384958,14.0963,-1.35752,-2.33814,11.1499,0.0973,8.63571e+008,
0.870473,2.47842,15.7108,2.4064,0.604319,8.2125,1.58964,-0.250558,11.9704,0.437673,-0.39948,13.9974,-1.80231,-2.4503,11.1952,0.0974,8.65673e+008,
1.31353,-2.31574,15.7879,2.401,0.454961,8.26214,1.61587,-0.180451,11.8514,0.418485,-0.414002,13.8961,-2.2471,2.43753,11.238,0.0975,8.68434e+008,
1.75658,-2.10991,15.8627,2.39561,0.305604,8.32271,1.6421,-0.110343,11.7301,0.399296,-0.428523,13.7924,2.3081,2.32537,11.2785,0.0976,8.72061e+008,
2.19963,-1.90408,15.935,2.39021,0.156246,8.39593,1.66833,-0.0402346,11.6063,0.380107,-0.443045,13.6863,1.86331,2.2132,11.3165,0.0977,8.76792e+008,
-2.35731,-1.69825,16.0049,2.38481,0.00688872,8.48358,1.69457,0.0298731,11.4801,0.360917,-0.457567,13.5777,1.41852,2.10104,11.3521,0.0978,8.82879e+008,
-1.91426,-1.49241,16.0723,2.37941,-0.142469,8.58742,1.7208,0.0999797,11.3515,0.341727,-0.472089,13.4668,0.97373,1.98887,11.3852,0.0979,8.90535e+008,
-1.47121,-1.28658,16.1374,2.37401,-0.291826,8.70898,1.74704,0.170085,11.2204,0.322537,-0.486611,13.3533,0.528939,1.87671,11.416,0.098,8.99853e+008,
-1.02815,-1.08075,16.2,2.36862,-0.441185,8.84933,1.77327,0.24019,11.0869,0.303346,-0.501134,13.2375,0.0841465,1.76455,11.4443,0.0981,9.10708e+008,
-0.585098,-0.874916,16.2602,2.36323,-0.590546,9.00885,1.7995,0.310297,10.951,0.284155,-0.515656,13.1193,-0.360646,1.65239,11.4702,0.0982,9.22646e+008,
-0.142044,-0.669084,16.3179,2.35784,-0.739914,9.18693,1.82573,0.38041,10.8127,0.264963,-0.530179,12.9986,-0.80544,1.54023,11.4936,0.0983,9.34833e+008,
0.301009,-0.463252,16.3733,2.35246,-0.889296,9.38179,1.85195,0.450537,10.672,0.245772,-0.544703,12.8755,-1.25023,1.42808,11.5147,0.0984,9.46122e+008,
0.744063,-0.257419,16.4262,2.34709,-1.0387,9.59041,1.87816,0.520687,10.5289,0.22658,-0.559227,12.7499,-1.69503,1.31592,11.5333,0.0985,9.55286e+008,
1.18712,-0.0515868,16.4767,2.34174,-1.18814,9.80875,1.90435,0.590875,10.3835,0.207388,-0.573752,12.622,-2.13982,1.20376,11.5495,0.0986,9.61355e+008,
1.63017,0.154246,16.5247,2.33639,-1.33763,10.0321,1.93053,0.661107,10.2356,0.188197,-0.588277,12.4916,2.41539,1.09161,11.5632,0.0987,9.63957e+008,
2.07322,0.360078,16.5703,2.33106,-1.48716,10.2558,1.9567,0.731377,10.0853,0.169005,-0.602802,12.3588,1.9706,0.979452,11.5745,0.0988,9.6401e+008,
-2.48372,0.56591,16.6135,2.32573,-1.63669,10.477,1.98287,0.801647,9.93252,0.149813,-0.617327,12.2235,1.52581,0.8673,11.5835,0.0989,9.6416e+008,
-2.04067,0.771743,16.6543,2.3204,-1.78622,10.6958,2.00904,0.871921,9.77759,0.130621,-0.631853,12.0859,1.08102,0.75515,11.59,0.099,9.63439e+008,
-1.59762,0.977575,16.6927,2.31507,-1.93577,10.9122,2.03522,0.942205,9.62274,0.111427,-0.64638,11.9458,0.636208,0.643002,11.5941,0.0991,9.60976e+008,
-1.15456,1.18341,16.7286,2.30975,-2.0853,11.1262,2.06142,1.01247,9.47142,0.0922311,-0.660909,11.8032,0.191383,0.530854,11.5958,0.0992,9.56867e+008,
-0.711508,1.38924,16.7621,2.30442,-2.23481,11.3378,2.08763,1.08273,9.32712,0.0730333,-0.675443,11.6583,-0.253454,0.418709,11.5952,0.0993,9.51394e+008,
-0.268455,1.59507,16.7932,2.2991,-2.38431,11.5469,2.11385,1.15297,9.19319,0.0538351,-0.689984,11.5109,-0.698296,0.306569,11.5921,0.0994,9.45026e+008,
0.174599,1.8009,16.8218,2.29379,2.4662,11.7536,2.14006,1.2232,9.07261,0.0346391,-0.704532,11.3611,-1.14314,0.194437,11.5866,0.0995,9.38372e+008,
0.617653,2.00674,16.848,2.28847,2.31672,11.958,2.16628,1.29343,8.96782,0.0154469,-0.719086,11.2089,-1.58799,0.0823104,11.5786,0.0996,9.32019e+008,
1.06071,2.21257,16.8718,2.28315,2.16724,12.1599,2.19249,1.36365,8.88061,-0.00374252,-0.733641,11.0543,-2.03284,-0.0298146,11.5683,0.0997,9.2645e+008,
1.50376,2.4184,16.8932,2.27783,2.01776,12.3593,2.2187,1.43388,8.81217,-0.0229301,-0.748197,10.8972,-2.4777,-0.141939,11.5555,0.0998,9.22006e+008,
1.94681,-2.37577,16.9121,2.27252,1.86828,12.5564,2.24492,1.5041,8.76314,-0.0421166,-0.762754,10.7377,2.07745,-0.254065,11.5402,0.0999,9.18874e+008,
2.38987,-2.16993,16.9286,2.2672,1.71881,12.751,2.27113,1.57432,8.73379,-0.0613027,-0.777311,10.5758,1.63259,-0.366191,11.5226,0.1,9.17122e+008,
-2.16708,-1.9641,16.9427,2.26188,1.56933,12.9432,2.29734,1.64454,8.72416,-0.0804899,-0.791868,10.4114,1.18774,-0.478317,11.5025,0.1001,9.16764e+008,
-1.72403,-1.75827,16.9544,2.25656,1.41986,13.133,2.32356,1.71477,8.7342,-0.0996787,-0.806426,10.2447,0.742889,-0.590444,11.48,0.1002,9.17789e+008,
-1.28097,-1.55244,16.9636,2.25125,1.27038,13.3203,2.34977,1.78499,8.76387,-0.11887,-0.820984,10.0754,0.298039,-0.702571,11.4551,0.1003,9.20187e+008,
